property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,signature global rosellia,sector 95,0.45,8755.0,2.0,2.0,2,14.0,New Property,696.3086363274853,0.0,0.0,0.0,0.0,0.0,0.0,24.0
flat,dlf new town heights,sector 91,1.75,7403.0,4.0,4.0,3+,9.0,Relatively New,2098.9929220153344,0.0,1.0,0.0,1.0,0.0,0.0,88.0
flat,vatika gurgaon,sector 83,1.1,6162.0,3.0,3.0,3+,5.0,Relatively New,1600.0,0.0,0.0,0.0,0.0,0.0,1.0,96.0
flat,pareena mi casa,sector 68,1.7,8504.0,4.0,4.0,3,2.0,New Property,1771.5457684768876,0.0,0.0,0.0,0.0,0.0,0.0,47.0
flat,raheja the vedaanta floors,sector 108,0.7,4522.0,2.0,2.0,3,1.0,Moderately Old,1736.51451720214,0.0,0.0,0.0,0.0,0.0,1.0,0.0
flat,bestech park view residency,sector 2,1.51,7869.0,3.0,4.0,3+,7.0,Moderately Old,1700.6736448343197,0.0,1.0,0.0,0.0,0.0,1.0,84.0
flat,pyramid urban homes 2,sector 86,0.44,7321.0,2.0,2.0,2,6.0,Relatively New,783.8307945828963,0.0,0.0,0.0,0.0,0.0,1.0,63.0
flat,adani m2k oyster grande,sector 102,2.35,8468.0,3.0,3.0,3,14.0,Relatively New,2308.917946475599,1.0,1.0,0.0,0.0,0.0,1.0,165.0
flat,godrej summit,sector 104,1.75,7530.0,4.0,5.0,3+,1.0,New Property,2517.171928767645,0.0,1.0,0.0,0.0,0.0,0.0,60.0
flat,tulip violet,sector 69,1.75,8883.0,4.0,4.0,1,12.0,Relatively New,1745.5294192916413,0.0,0.0,0.0,0.0,0.0,0.0,86.0
flat,ansal heights,sector 92,0.6,4545.0,2.0,2.0,3,11.0,Under Construction,1162.4043513464624,0.0,0.0,0.0,0.0,1.0,0.0,23.0
flat,guru gram haryana cghs,sector 56,1.38,7225.0,3.0,3.0,3,5.0,Moderately Old,1910.0,1.0,0.0,0.0,0.0,0.0,1.0,134.0
flat,shree vardhman flora,sector 90,0.9,4615.0,3.0,4.0,3,4.0,Relatively New,1727.5871095087127,0.0,1.0,0.0,0.0,0.0,0.0,165.0
house,independent,sector 26,4.45,35178.0,4.0,4.0,3,3.0,Old Property,1265.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
house,independent,sector 31,3.25,22429.0,4.0,4.0,3+,3.0,Moderately Old,1449.0,1.0,1.0,1.0,1.0,0.0,1.0,29.0
flat,supertech basera,sector 79,0.36,7643.0,2.0,2.0,1,4.0,New Property,546.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
flat,dlf the belaire,sector 54,7.0,23333.0,4.0,6.0,3+,12.0,Moderately Old,2669.5583731124634,0.0,1.0,1.0,1.0,0.0,1.0,108.0
flat,emaar palm gardens,sector 83,1.4,9675.0,3.0,3.0,3,11.0,Relatively New,1578.08,0.0,1.0,0.0,0.0,0.0,2.0,58.0
flat,the close north,sector 50,2.35,11228.0,3.0,3.0,3,8.0,Moderately Old,2000.0,0.0,0.0,1.0,0.0,0.0,1.0,149.0
flat,ss the leaf,sector 85,2.15,10925.0,4.0,5.0,3+,6.0,Relatively New,2329.97,0.0,1.0,0.0,0.0,0.0,0.0,156.0
flat,sobha city,sector 108,2.95,14728.0,3.0,4.0,2,12.0,Relatively New,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,godrej habitat,sector 3,1.1,10407.0,2.0,2.0,2,14.0,Under Construction,926.0861891955099,0.0,0.0,0.0,0.0,0.0,0.0,60.0
house,independent,sector 47,4.3,29312.0,3.0,4.0,2,2.0,Moderately Old,1467.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
flat,umang monsoon breeze,sector 78,1.25,5000.0,4.0,4.0,3,2.0,Relatively New,2300.0,0.0,1.0,0.0,1.0,1.0,0.0,57.0
flat,raheja revanta,sector 78,1.2,10017.0,1.0,2.0,2,32.0,Under Construction,870.02,0.0,0.0,0.0,0.0,0.0,0.0,39.0
house,independent,sector 105,9.9,49500.0,2.0,2.0,2,3.0,Moderately Old,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,la vida by tata housing,sector 113,3.35,16750.0,3.0,4.0,3+,12.0,New Property,2200.0,1.0,1.0,0.0,0.0,0.0,0.0,174.0
flat,bptp astaire gardens,sector 70a,1.8,9351.0,3.0,3.0,3,3.0,Relatively New,1925.0,1.0,0.0,0.0,0.0,0.0,0.0,135.0
house,nirvana cedar crest,sector 50,7.1,32870.0,5.0,4.0,3,2.0,Moderately Old,2160.0,1.0,0.0,1.0,1.0,0.0,1.0,110.0
flat,supertech araville,sector 79,0.71,5521.0,2.0,2.0,0,9.0,Under Construction,1295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,ss almeria,sector 84,1.48,7400.0,3.0,3.0,2,1.0,New Property,1626.72,0.0,1.0,1.0,0.0,0.0,1.0,139.0
flat,krrish florence estate,sector 70,1.25,6702.0,3.0,3.0,3,18.0,Under Construction,1651.3322929312662,0.0,0.0,0.0,0.0,0.0,0.0,51.0
flat,ireo victory valley,sector 67,2.87,11904.0,3.0,3.0,3+,16.0,Relatively New,2069.62,0.0,1.0,0.0,0.0,0.0,1.0,174.0
flat,smart world orchard,sector 61,2.2,13497.0,3.0,3.0,2,3.0,Under Construction,1819.0066663624125,0.0,0.0,0.0,0.0,0.0,0.0,16.0
flat,ats kocoon,sector 109,1.65,10645.0,3.0,3.0,3,19.0,Relatively New,1650.0,0.0,0.0,1.0,0.0,0.0,1.0,159.0
flat,emaar palm gardens,sector 83,1.4,8140.0,3.0,3.0,3,2.0,Relatively New,1401.17,1.0,1.0,1.0,1.0,0.0,1.0,174.0
flat,umang winter hills,sector 77,1.4,6341.0,3.0,3.0,3,10.0,Relatively New,1735.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
house,ansal sushant lok plots,sector 43,5.8,29974.0,6.0,6.0,3,2.0,Relatively New,1935.0,0.0,1.0,0.0,0.0,1.0,1.0,49.0
flat,tata gurgaon gateway,sector 113,3.21,11823.0,3.0,3.0,3,9.0,New Property,2238.9429383221773,0.0,0.0,0.0,0.0,0.0,0.0,49.0
house,independent,sector 3,0.9,10000.0,3.0,4.0,3,3.0,Moderately Old,3500.0,0.0,0.0,0.0,0.0,1.0,1.0,42.0
house,tata primanti,sector 72,8.5,13492.0,5.0,6.0,3+,10.0,Relatively New,6300.0,1.0,1.0,1.0,1.0,0.0,1.0,145.0
flat,sapphire eighty three,sector 83,0.4,8547.0,1.0,1.0,1,6.0,Relatively New,650.0325526522106,0.0,0.0,0.0,0.0,0.0,2.0,52.0
flat,ireo victory valley,sector 67,2.95,12236.0,3.0,3.0,3,10.0,Relatively New,2118.91,0.0,1.0,0.0,0.0,0.0,1.0,174.0
flat,siddhartha apartment,sector 95,1.1,4327.0,4.0,3.0,3,9.0,Relatively New,2736.480325315686,0.0,1.0,0.0,0.0,1.0,0.0,22.0
flat,ild greens,sector 37,1.0,4724.0,3.0,3.0,3,3.0,Under Construction,1593.0197861367483,0.0,0.0,0.0,0.0,0.0,0.0,51.0
flat,vatika the seven lamps,sector 82,1.0,5924.0,2.0,2.0,2,11.0,Relatively New,1265.5726325983017,1.0,0.0,0.0,0.0,0.0,1.0,90.0
flat,green campus chs,manesar,0.92,4023.0,3.0,3.0,3+,8.0,Moderately Old,1909.37,0.0,1.0,0.0,0.0,0.0,0.0,5.0
flat,ramsons kshitij,sector 95,0.45,4592.0,2.0,2.0,1,2.0,Relatively New,857.3850850366764,1.0,0.0,0.0,0.0,0.0,0.0,89.0
flat,shree vardhman flora,sector 90,1.25,4854.0,4.0,5.0,2,8.0,Relatively New,2288.284290225231,1.0,1.0,0.0,0.0,0.0,0.0,165.0
flat,emaar mgf emerald floors premier,sector 65,2.35,14242.0,3.0,3.0,3,2.0,Relatively New,1458.4524627647838,1.0,1.0,0.0,0.0,0.0,1.0,168.0
flat,tulip violet,sector 69,1.4,9103.0,3.0,3.0,1,12.0,Relatively New,1357.9755279803837,0.0,0.0,0.0,0.0,0.0,1.0,157.0
flat,sidhartha ncr one,sector 95,0.55,5556.0,2.0,2.0,3,15.0,New Property,990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,independent,sector 105,0.74,7400.0,3.0,3.0,0,2.0,Moderately Old,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,dlf the crest,sector 54,11.0,35223.0,4.0,6.0,3,7.0,Relatively New,2779.903578277474,0.0,1.0,0.0,0.0,0.0,2.0,125.0
house,independent,sector 39,1.8,21871.0,1.0,1.0,2,3.0,Relatively New,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,sare crescent parc,sector 92,1.0,5128.0,4.0,3.0,2,1.0,Relatively New,2140.9272484512803,0.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,shree vardhman flora,sector 90,0.65,5000.0,2.0,2.0,2,12.0,Old Property,1144.4620415635336,1.0,0.0,0.0,0.0,0.0,0.0,103.0
flat,godrej,sector 79,1.3,8270.0,2.0,2.0,3,3.0,New Property,1388.4774546113624,1.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,indiabulls enigma,sector 110,3.49,10265.0,4.0,5.0,3,7.0,Relatively New,3028.404568771035,0.0,1.0,0.0,0.0,0.0,0.0,165.0
house,uppal southend,sector 49,6.75,32328.0,4.0,4.0,3,3.0,Relatively New,2088.0,0.0,1.0,0.0,0.0,0.0,1.0,26.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.05,11475.0,2.0,2.0,2,0.0,Under Construction,1099.715365757598,0.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,dlf regency park,sector 28,2.26,13697.0,3.0,3.0,2,19.0,Old Property,1700.0,0.0,1.0,0.0,0.0,0.0,0.0,158.0
flat,sobha smriti apartments,sector 56,0.5,8333.0,1.0,1.0,2,3.0,Old Property,782.8247927638686,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,smart world orchard,sector 61,2.54,15497.0,3.0,3.0,3,2.0,Under Construction,1639.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0
flat,godrej,sector 79,2.0,8475.0,3.0,4.0,3+,9.0,Relatively New,1963.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0
flat,shree vardhman flora,sector 90,0.95,6333.0,3.0,3.0,3,9.0,Relatively New,1688.22642988881,0.0,1.0,0.0,0.0,0.0,0.0,90.0
flat,godrej,sector 79,1.12,7147.0,2.0,2.0,3,6.0,Relatively New,1325.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,bestech park view residency,sector 2,1.01,7138.0,2.0,2.0,3,0.0,Moderately Old,1247.6303228153731,0.0,0.0,0.0,0.0,0.0,0.0,92.0
flat,puri emerald bay,sector 104,2.3,9388.0,3.0,4.0,3+,10.0,Moderately Old,2176.1448540819274,0.0,1.0,0.0,0.0,0.0,0.0,101.0
flat,ss hibiscus,sector 50,6.0,12272.0,4.0,3.0,3,5.0,Moderately Old,3925.520057917464,0.0,1.0,0.0,0.0,0.0,0.0,31.0
house,emaar mgf marbella,sector 66,12.0,37037.0,5.0,5.0,3+,3.0,New Property,3240.0,0.0,1.0,1.0,1.0,0.0,1.0,106.0
flat,sare crescent parc,sector 92,0.92,4855.0,4.0,5.0,3+,14.0,Moderately Old,1895.0,0.0,0.0,0.0,0.0,0.0,1.0,131.0
flat,m3m capital,sector 113,3.25,14143.0,4.0,4.0,3+,34.0,Under Construction,2491.015881472925,1.0,1.0,0.0,1.0,0.0,0.0,115.0
flat,dlf regal gardens,sector 90,1.76,7946.0,4.0,4.0,3+,8.0,Relatively New,2020.0,0.0,0.0,0.0,0.0,0.0,1.0,135.0
flat,tulip violet,sector 69,1.75,8706.0,4.0,4.0,2,10.0,Relatively New,1781.4140388574983,0.0,0.0,0.0,0.0,0.0,1.0,109.0
house,independent,sector 43,5.25,27132.0,4.0,4.0,2,2.0,Old Property,1935.0,1.0,1.0,0.0,0.0,0.0,1.0,80.0
house,independent,sector 43,2.5,2885.0,7.0,7.0,3,4.0,Relatively New,963.0,0.0,0.0,0.0,0.0,1.0,2.0,20.0
flat,zara aavaas,sector 104,0.4,7030.0,2.0,2.0,1,14.0,Relatively New,488.670618997494,0.0,0.0,0.0,0.0,0.0,0.0,38.0
flat,shree vardhman flora,sector 90,0.9,4615.0,3.0,4.0,3,4.0,Relatively New,1727.5871095087127,0.0,1.0,0.0,0.0,0.0,0.0,165.0
flat,shapoorji pallonji joyville gurugram,sector 102,0.95,10383.0,2.0,2.0,2,14.0,Relatively New,915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,bptp astaire gardens,sector 70a,1.7,8947.0,4.0,3.0,3,1.0,Relatively New,2090.6271574998946,0.0,0.0,0.0,0.0,0.0,1.0,49.0
house,independent,sector 4,0.47,10609.0,2.0,2.0,1,2.0,New Property,50.0,1.0,0.0,0.0,0.0,0.0,1.0,73.0
flat,paras dews,sector 106,0.95,6859.0,2.0,2.0,3+,2.0,Relatively New,940.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,tulip violet,sector 69,1.37,8908.0,3.0,3.0,1,12.0,Relatively New,1357.9755279803837,0.0,0.0,0.0,0.0,0.0,0.0,116.0
flat,breez global hill view,sohna road,0.35,6318.0,2.0,2.0,2,14.0,New Property,736.6750347490126,0.0,0.0,0.0,0.0,0.0,0.0,53.0
flat,dlf the primus,sector 82a,1.8,13846.0,3.0,3.0,3+,10.0,Relatively New,1548.1,0.0,1.0,0.0,0.0,0.0,2.0,174.0
house,sneh vihar,sohna road,1.35,10000.0,5.0,5.0,3+,4.0,Relatively New,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,the close north,sector 50,2.51,11992.0,3.0,3.0,3,11.0,Moderately Old,2093.0,0.0,0.0,1.0,1.0,0.0,1.0,109.0
flat,vidya apartment,sector 5,0.22,4207.0,2.0,2.0,1,1.0,Relatively New,570.0,0.0,0.0,0.0,0.0,1.0,2.0,36.0
flat,m3m skywalk,sector 74,2.45,12141.0,3.0,3.0,3+,25.0,Relatively New,1800.0,1.0,0.0,0.0,0.0,0.0,0.0,137.0
flat,tulip violet,sector 69,1.2,10909.0,2.0,3.0,0,0.0,Relatively New,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0
flat,ansal heights 86,sector 86,1.25,7396.0,3.0,2.0,1,2.0,New Property,1494.3370823306411,0.0,0.0,0.0,0.0,0.0,0.0,100.0
house,independent,sector 46,2.2,24202.0,3.0,3.0,2,3.0,Old Property,909.0,0.0,0.0,1.0,0.0,0.0,1.0,56.0
flat,dlf regency park,sector 28,1.91,16609.0,2.0,2.0,2,11.0,New Property,1336.1257932291105,0.0,0.0,0.0,0.0,0.0,2.0,98.0
flat,eldeco accolade,sohna road,0.95,6543.0,2.0,2.0,3+,6.0,New Property,1157.07,1.0,0.0,0.0,0.0,0.0,1.0,56.0
flat,smart world gems,sector 89,0.88,7978.0,2.0,2.0,0,2.0,New Property,1103.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
house,vipul tatvam villa,sector 48,7.69,24069.0,4.0,5.0,3,2.0,Moderately Old,3195.0,1.0,1.0,1.0,1.0,0.0,1.0,110.0
flat,umang monsoon breeze,sector 78,1.1,5055.0,3.0,3.0,3+,9.0,Old Property,2176.0,0.0,1.0,0.0,0.0,0.0,0.0,80.0
house,independent,sector 13,0.9,11465.0,2.0,4.0,3,3.0,Moderately Old,785.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
flat,tulip violet,sector 69,1.32,8413.0,3.0,3.0,1,12.0,Relatively New,1384.8889926547768,0.0,0.0,0.0,1.0,0.0,1.0,86.0
flat,shree vardhman victoria,sector 70,1.9,9744.0,3.0,3.0,3,10.0,New Property,1727.5871095087127,0.0,1.0,1.0,1.0,1.0,0.0,36.0
flat,conscient elevate,sector 59,4.25,18519.0,3.0,4.0,3,3.0,Under Construction,2037.0919532642306,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,independent,sector 26,4.5,33333.0,5.0,5.0,3+,2.0,Old Property,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
flat,central park flower valley,sohna road,1.2,6742.0,3.0,3.0,0,11.0,Relatively New,1780.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
flat,dlf the ultima,sector 81,2.2,11190.0,3.0,4.0,3+,7.0,Relatively New,1862.154432880677,0.0,1.0,0.0,0.0,0.0,2.0,104.0
house,eros rosewood city,sector 49,4.05,20769.0,3.0,3.0,3,2.0,Moderately Old,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,46.0
house,independent,sector 55,3.1,20026.0,5.0,4.0,3+,2.0,Moderately Old,1548.0,0.0,1.0,1.0,0.0,0.0,1.0,59.0
flat,m3m skywalk,sector 74,1.55,13790.0,2.0,2.0,3+,18.0,Relatively New,1300.0,0.0,0.0,0.0,0.0,1.0,0.0,137.0
flat,nbcc heights,sector 89,1.5,7059.0,3.0,3.0,3,8.0,Relatively New,1884.5823201093376,1.0,1.0,0.0,0.0,0.0,0.0,105.0
house,not applicable,sector 4,0.65,13000.0,2.0,1.0,1,3.0,Moderately Old,500.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
flat,godrej oasis,sector 88a,1.5,8108.0,3.0,3.0,3+,11.0,New Property,1637.8755605940696,0.0,0.0,0.0,0.0,0.0,0.0,39.0
flat,unitech the residences,sector 33,1.1,9910.0,2.0,2.0,3,9.0,Moderately Old,1100.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0
house,international city by sobha phase 1,sector 109,5.85,26423.0,4.0,5.0,3+,2.0,Relatively New,2214.0,0.0,1.0,0.0,0.0,0.0,1.0,85.0
flat,mapsko casa bella,sector 82,1.75,6903.0,4.0,5.0,3+,1.0,Relatively New,2535.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0
house,independent,sector 28,1.39,11583.0,2.0,2.0,1,3.0,Old Property,1450.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0
flat,sahara grace,sector 28,5.5,14612.0,4.0,5.0,3+,5.0,Moderately Old,3354.954606820335,0.0,1.0,0.0,0.0,1.0,1.0,8.0
flat,emaar mgf the palm drive,sector 66,3.2,17778.0,3.0,3.0,3,12.0,Relatively New,1800.0,1.0,1.0,1.0,1.0,0.0,1.0,117.0
flat,tulip orange,sector 70,1.0,10309.0,3.0,2.0,2,3.0,Moderately Old,1155.0454658041222,0.0,0.0,0.0,0.0,0.0,0.0,58.0
house,independent,sector 47,5.15,26615.0,3.0,9.0,3+,3.0,Relatively New,1935.0,0.0,0.0,1.0,0.0,0.0,1.0,75.0
flat,bestech park view ananda,sector 81,0.88,8044.0,2.0,2.0,3,8.0,Relatively New,1239.04,1.0,0.0,0.0,0.0,0.0,1.0,95.0
flat,sobha city,sector 108,2.9,14478.0,3.0,4.0,2,11.0,Relatively New,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0
flat,sare green parc 2,sector 92,0.75,4744.0,3.0,3.0,3,2.0,Relatively New,1415.0,0.0,0.0,0.0,0.0,1.0,1.0,49.0
house,independent,sector 56,7.25,29340.0,8.0,8.0,3+,0.0,Moderately Old,2471.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0
house,independent,sector 13,0.45,4808.0,1.0,1.0,0,1.0,Old Property,936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,godrej icon,sector 88a,1.62,10019.0,3.0,2.0,3+,10.0,Relatively New,1428.8476516229516,1.0,0.0,0.0,0.0,0.0,2.0,49.0
house,unitech espace,sector 50,11.5,35494.0,5.0,6.0,0,1.0,Moderately Old,3240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,independent,sector 57,3.6,20833.0,4.0,4.0,2,2.0,Old Property,1728.0,1.0,1.0,1.0,1.0,0.0,0.0,110.0
house,independent,sector 46,3.6,24845.0,5.0,5.0,3+,3.0,Moderately Old,1449.0,0.0,1.0,0.0,0.0,0.0,1.0,75.0
flat,m3m heights,sector 65,2.01,13499.0,2.0,2.0,3,8.0,New Property,1479.53,1.0,0.0,0.0,0.0,0.0,0.0,44.0
flat,gls avenue 51,sector 92,0.21,6954.0,1.0,1.0,1,0.0,Relatively New,483.03625069361027,0.0,0.0,0.0,0.0,0.0,0.0,63.0
flat,ireo skyon,sector 60,2.05,15185.0,2.0,3.0,2,2.0,Relatively New,1520.0,0.0,0.0,1.0,0.0,0.0,1.0,174.0
flat,smriti apartment,sector 56,0.45,7500.0,1.0,1.0,2,3.0,Old Property,516.4811991610333,0.0,0.0,0.0,0.0,0.0,0.0,57.0
flat,ramprastha the edge towers,sector 37d,0.75,5319.0,2.0,2.0,3,19.0,Moderately Old,1410.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0
flat,m3m golfestate,sector 65,6.15,18287.0,3.0,3.0,3,23.0,Moderately Old,2950.35,1.0,1.0,0.0,0.0,0.0,1.0,60.0
flat,smart world gems,sector 89,1.16,8152.0,3.0,3.0,2,3.0,Under Construction,1610.7642898236759,1.0,0.0,0.0,0.0,0.0,0.0,68.0
flat,godrej,sector 79,2.03,9046.0,3.0,4.0,3+,7.0,Relatively New,1991.3390633177628,0.0,1.0,0.0,0.0,0.0,0.0,118.0
flat,corona optus,sector 37,1.43,7186.0,3.0,3.0,3+,2.0,Relatively New,1826.45,1.0,1.0,0.0,0.0,1.0,0.0,49.0
flat,shree vardhman flora,sector 90,0.92,4907.0,3.0,4.0,3,4.0,Relatively New,1503.75,0.0,1.0,0.0,0.0,0.0,0.0,116.0
flat,orchid petals,sector 49,4.52,10984.0,5.0,5.0,3+,14.0,Moderately Old,3669.8421435107316,1.0,1.0,0.0,1.0,0.0,0.0,49.0
flat,dlf the icon,sector 43,5.25,20388.0,4.0,4.0,3,9.0,Old Property,2570.0,0.0,1.0,0.0,1.0,1.0,0.0,135.0
flat,mapsko mount ville,sector 79,1.3,8725.0,3.0,3.0,3,19.0,Relatively New,1176.0,0.0,0.0,1.0,0.0,0.0,1.0,102.0
flat,signature global city 63a,sector 63a,1.4,11336.0,2.0,2.0,2,3.0,Under Construction,1421.635947846466,0.0,0.0,0.0,0.0,1.0,0.0,0.0
house,independent,sector 6,1.25,11574.0,2.0,5.0,1,2.0,New Property,120.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
flat,sobha city,sector 108,3.25,15685.0,3.0,3.0,3,12.0,Relatively New,2072.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0
flat,signature global city 92,sector 92,0.99,9074.0,3.0,2.0,3,1.0,Under Construction,1091.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
flat,godrej aria,sector 79,1.3,9623.0,2.0,4.0,2,3.0,Relatively New,1190.2149315100016,0.0,0.0,0.0,0.0,0.0,0.0,53.0
house,independent,sector 46,5.5,23061.0,8.0,8.0,3+,3.0,Moderately Old,2385.0,1.0,0.0,0.0,0.0,1.0,1.0,32.0
house,independent,sector 17,7.2,15926.0,4.0,4.0,2,1.0,Old Property,4494.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
flat,dlf regal gardens,sector 90,1.65,7449.0,4.0,4.0,3+,15.0,Relatively New,2214.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0
flat,piedmont taksila heights,sector 37,0.9,5856.0,3.0,3.0,3,9.0,Moderately Old,1537.0,0.0,0.0,0.0,0.0,0.0,1.0,94.0
flat,sobha city,sector 108,1.9,13758.0,2.0,2.0,2,8.0,Relatively New,1217.1283961843944,0.0,0.0,0.0,0.0,0.0,0.0,85.0
house,independent,sector 23,5.5,13095.0,9.0,9.0,3+,3.0,Moderately Old,4200.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
flat,dlf regal gardens,sector 90,1.25,8117.0,3.0,3.0,3,8.0,Relatively New,1640.0,0.0,0.0,0.0,1.0,0.0,0.0,158.0
house,independent,sector 6,0.75,10519.0,2.0,4.0,1,3.0,Moderately Old,713.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0
flat,ambience creacions,sector 22,3.2,11498.0,3.0,4.0,3+,2.0,New Property,2473.090080989395,0.0,0.0,0.0,0.0,0.0,0.0,42.0
flat,m3m woodshire,sector 107,1.8,7624.0,3.0,4.0,3+,2.0,Relatively New,1833.92,0.0,1.0,0.0,0.0,0.0,0.0,129.0
flat,ireo the corridors,sector 67a,1.8,9370.0,3.0,3.0,2,3.0,New Property,1558.06,1.0,0.0,1.0,0.0,0.0,1.0,150.0
house,independent,sector 82,7.0,21605.0,4.0,4.0,3+,1.0,Relatively New,3240.0,1.0,1.0,0.0,1.0,0.0,1.0,49.0
flat,signature global solera 2,sector 107,0.5,8929.0,2.0,2.0,2,13.0,New Property,742.58472000276,0.0,0.0,0.0,0.0,0.0,0.0,8.0
flat,dlf the primus,sector 82a,3.5,13431.0,5.0,5.0,3+,14.0,Relatively New,2800.86444173346,1.0,0.0,0.0,0.0,0.0,2.0,49.0
house,ansals palam vihar,sector 2,5.0,12500.0,6.0,4.0,0,3.0,Moderately Old,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,tulip white,sector 69,0.91,6863.0,3.0,2.0,2,12.0,Moderately Old,1513.182113377988,0.0,0.0,0.0,0.0,0.0,0.0,43.0
house,ansals palam vihar,sector 2,4.0,16667.0,4.0,4.0,3+,2.0,Moderately Old,2400.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
flat,emaar mgf the palm drive,sector 66,2.85,14615.0,3.0,3.0,3,11.0,Relatively New,1950.0,1.0,0.0,0.0,0.0,0.0,1.0,67.0
flat,signature global synera,sector 81,0.5,7886.0,2.0,2.0,1,11.0,New Property,817.0288546108108,0.0,0.0,0.0,0.0,0.0,2.0,97.0
flat,emaar palm heights,sector 77,2.1,10370.0,3.0,3.0,3,17.0,New Property,1794.8707711946947,1.0,1.0,0.0,0.0,0.0,0.0,8.0
house,independent,sector 7,2.0,11111.0,2.0,2.0,1,2.0,Relatively New,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,m3m golfestate,sector 65,6.15,15999.0,3.0,5.0,3+,1.0,Relatively New,4046.294693689768,0.0,1.0,0.0,0.0,0.0,2.0,49.0
flat,antriksh heights,sector 84,0.92,5041.0,3.0,3.0,3,2.0,Relatively New,1615.447673365409,1.0,0.0,0.0,1.0,0.0,0.0,67.0
house,independent,sector 28,1.45,8002.0,3.0,2.0,1,1.0,Relatively New,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,bestech park view residency,sector 2,1.55,8073.0,3.0,4.0,3+,10.0,Moderately Old,1700.6736448343197,0.0,1.0,0.0,0.0,0.0,0.0,100.0
flat,indiabulls centrum park,sector 103,2.36,9183.0,4.0,6.0,3+,8.0,Relatively New,2661.03,0.0,1.0,0.0,0.0,0.0,1.0,159.0
flat,hero homes,sector 104,1.2,17544.0,2.0,2.0,2,22.0,Under Construction,915.65,0.0,0.0,0.0,0.0,0.0,0.0,30.0
flat,sare crescent parc,sector 92,0.5,5000.0,2.0,2.0,3,2.0,Moderately Old,875.3273948196049,0.0,0.0,0.0,0.0,0.0,0.0,38.0
flat,indiabulls enigma,sector 110,3.25,9559.0,4.0,4.0,3,11.0,Relatively New,3028.404568771035,0.0,1.0,0.0,0.0,1.0,0.0,125.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.35,14754.0,2.0,2.0,2,10.0,Under Construction,799.0725782421584,0.0,0.0,0.0,0.0,0.0,0.0,22.0
flat,emaar mgf emerald floors premier,sector 65,2.35,14242.0,3.0,3.0,2,4.0,Relatively New,1650.0,1.0,1.0,0.0,0.0,0.0,0.0,165.0
